time,cdf
0.0,0.0
0.015,3.2927268048153385E-32
0.03,7.869567752362408E-31
0.045,9.4346723364935E-30
0.06,7.591010623571598E-29
0.075,4.626212551242853E-28
0.09,2.2846846458920725E-27
0.105,9.549591270801179E-27
0.12,3.4828603510322784E-26
0.135,1.1336452985935444E-25
0.15,3.3507076808644497E-25
0.16499999999999998,9.117087388882245E-25
0.18,2.3089833826539255E-24
0.195,5.49217661556076E-24
0.21,1.2361453619213987E-23
0.22499999999999998,2.649176022834353E-23
0.24,5.434536492391001E-23
0.255,1.0719613902300813E-22
0.27,2.040976526412571E-22
0.285,3.763466304829406E-22
0.3,6.740443092088657E-22
0.315,1.1755463337712676E-21
0.32999999999999996,2.0008231137742432E-21
0.345,3.330033649023498E-21
0.36,5.428953869434922E-21
0.375,8.68330318755328E-21
0.39,1.364448842368574E-20
0.40499999999999997,2.1089841242993177E-20
0.42,3.210107296024886E-20
0.435,4.8165418742993825E-20
0.44999999999999996,7.130480209150087E-20
0.46499999999999997,1.0423933068956855E-19
0.48,1.5059254746785944E-19
0.495,2.1514711762083618E-19
0.51,3.0416104542978E-19
0.525,4.257560965537726E-19
0.54,5.903918648528652E-19
0.5549999999999999,8.114408810899739E-19
0.57,1.1058823276816009E-18
0.585,1.4951343130494714E-18
0.6,2.0060472854197052E-18
0.615,2.6720840437949347E-18
0.63,3.53471494825725E-18
0.645,4.645060357993168E-18
0.6599999999999999,6.0658160489700664E-18
0.6749999999999999,7.873501399777717E-18
0.69,1.0161074499734809E-17
0.705,1.3040963044100099E-17
0.72,1.664856495344548E-17
0.735,2.1146278104421353E-17
0.75,2.6728124403881616E-17
0.765,3.362503969435558E-17
0.78,4.2110907662965374E-17
0.7949999999999999,5.25094230549673E-17
0.8099999999999999,6.520187708406763E-17
0.825,8.063596600148143E-17
0.84,9.933573235132443E-17
0.855,1.2191275751829757E-16
0.87,1.4907873378165872E-16
0.885,1.816595542440288E-16
0.8999999999999999,2.2061106972144654E-16
0.9149999999999999,2.6703667297895705E-16
0.9299999999999999,3.2220688259048834E-16
0.945,3.875811112092917E-16
0.96,4.648318161721156E-16
0.975,5.558712441426974E-16
0.99,6.628809959440598E-16
1.005,7.883446528502796E-16
1.02,9.350837214223883E-16
1.035,1.106297170495233E-15
1.05,1.3056048511675318E-15
1.065,1.5370951086308437E-15
1.08,1.805376913409294E-15
1.095,2.1156368590848992E-15
1.1099999999999999,2.4737013938672345E-15
1.125,2.8861046744445556E-15
1.14,3.360162452439729E-15
1.155,3.904052426501375E-15
1.17,4.526901516601129E-15
1.185,5.2388805414941415E-15
1.2,6.051306805543851E-15
1.2149999999999999,6.976755127224917E-15
1.23,8.029177868611645E-15
1.2449999999999999,9.224034553043235E-15
1.26,1.0578431686942865E-14
1.275,1.2111273431464215E-14
1.29,1.3843423800256291E-14
1.305,1.5797881091184482E-14
1.3199999999999998,1.7999965292330883E-14
